Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
322,31,80,12,8,52,116,97,70,76,59,32,36,22,20,15,2,3,1,1,NA
323,1,2,15,46,85,69,81,123,98,58,47,28,20,21,14,10,3,6,3,NA
324,28,69,24,15,58,111,107,81,42,50,27,33,40,13,21,5,3,2,1,1
325,3,4,12,44,62,89,71,59,51,62,50,44,49,40,27,23,21,11,6,2
326,1,7,26,51,77,73,68,86,102,85,48,34,23,19,14,7,2,3,4,NA
327,1,8,57,159,145,115,91,46,38,26,15,14,9,2,3,NA,NA,NA,NA,NA
328,4,7,33,38,33,17,44,82,85,79,68,65,41,46,28,20,18,12,8,2
329,2,8,50,49,65,102,68,73,63,80,59,34,29,21,19,6,1,1,NA,NA
330,1,1,2,5,44,92,94,94,109,97,72,46,33,22,7,5,3,1,2,NA
331,3,13,30,43,61,69,87,95,68,59,50,46,34,25,15,9,9,4,8,2
332,28,70,20,7,8,56,108,101,106,79,39,35,31,12,16,8,4,2,1,NA
333,4,18,36,89,120,66,55,47,71,43,50,45,26,28,19,4,5,4,3,2
334,6,15,52,87,88,88,81,74,63,49,47,30,15,6,17,7,3,1,1,NA
335,3,4,17,136,91,67,148,78,46,85,84,44,38,22,8,3,3,2,1,NA
336,3,4,53,162,125,70,71,66,50,48,43,21,11,3,1,NA,NA,NA,NA,NA
337,1,1,1,8,35,92,100,104,113,115,71,43,18,16,4,6,3,1,NA,NA
338,1,15,60,134,102,83,93,63,46,54,25,21,12,9,5,7,1,1,NA,NA
339,2,1,2,25,175,211,160,92,27,8,2,1,1,NA,NA,NA,NA,NA,NA,NA
340,11,29,80,105,80,59,48,56,62,51,37,33,15,18,13,14,9,6,5,4
341,1,3,3,30,82,128,101,73,76,63,46,38,24,25,17,11,7,1,1,NA
342,3,9,28,48,60,68,71,81,62,35,41,34,21,14,10,5,3,2,1,1
343,1,2,22,85,143,111,74,88,60,55,24,20,16,18,5,1,3,2,NA,NA
344,20,85,145,85,63,56,77,46,41,30,22,26,12,13,7,2,2,1,2,NA
345,7,12,44,48,55,75,62,58,45,31,35,25,24,22,18,15,8,6,4,4
346,1,3,1,9,52,88,131,107,110,76,54,47,24,13,9,2,2,1,NA,NA
347,1,1,3,19,60,94,98,110,108,85,68,29,15,14,8,8,4,2,1,NA
348,3,3,5,88,288,133,36,10,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
349,7,116,238,165,88,22,8,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,4,33,86,81,100,107,105,87,49,27,20,20,6,2,1,2,1,1,NA,NA
351,8,42,73,87,92,72,67,68,48,41,28,28,19,17,11,13,9,4,1,2
352,2,21,53,65,99,126,90,99,60,45,20,20,13,7,8,3,2,1,1,NA
353,1,9,26,49,83,153,166,151,86,45,38,23,16,13,6,4,NA,NA,NA,NA
354,1,15,55,85,72,53,98,97,85,49,37,26,19,19,10,5,2,2,NA,NA
355,11,38,35,57,71,77,83,70,78,57,43,30,22,24,15,7,8,4,1,4
356,2,2,19,38,73,89,100,96,95,70,50,30,22,20,4,7,3,5,2,1
357,1,1,102,253,189,90,52,21,5,1,1,1,2,NA,NA,NA,NA,NA,NA,NA
358,11,45,82,86,81,73,86,68,52,30,22,14,19,11,16,15,5,8,2,4
359,1,3,5,27,61,65,98,112,116,101,47,48,17,13,5,5,5,1,NA,NA
360,11,42,60,86,85,61,51,57,63,58,46,20,25,21,15,15,8,5,2,4
361,16,32,62,70,52,65,66,64,70,72,61,34,21,6,18,8,5,4,1,4
362,11,48,61,100,88,79,84,61,49,38,26,19,20,20,13,7,5,2,1,NA
363,1,4,30,83,105,74,78,79,83,49,38,20,35,18,7,14,4,10,2,1
364,2,14,46,109,86,130,109,110,68,34,8,1,1,2,1,1,NA,NA,NA,NA
365,1,1,11,52,84,52,53,71,84,57,39,31,24,20,3,3,5,5,1,NA
366,29,64,23,15,63,100,81,97,68,46,32,26,34,19,9,12,8,3,1,1
367,1,1,11,59,87,98,76,61,78,93,51,22,23,20,10,16,11,9,6,2
368,1,3,35,119,114,73,51,68,83,51,32,20,25,11,13,18,6,3,2,NA
369,1,9,11,36,64,61,59,85,87,88,67,57,40,28,20,8,5,3,2,1
370,15,78,82,105,111,85,78,65,44,24,17,11,5,7,1,1,1,NA,NA,NA
371,4,17,45,86,81,72,67,84,71,47,46,23,18,19,18,13,12,6,1,2
372,2,17,104,114,128,105,75,73,35,23,20,11,15,2,3,2,1,NA,NA,NA
373,2,10,22,67,79,94,95,112,71,65,44,30,9,9,8,1,4,3,1,2
374,26,55,27,14,21,62,81,68,80,88,49,49,27,27,24,15,9,7,4,2
375,26,74,18,32,112,90,50,87,74,43,38,36,18,17,8,4,2,1,1,NA
376,1,1,52,199,135,118,99,48,38,25,6,1,1,1,NA,NA,NA,NA,NA,NA
377,6,34,84,125,90,95,79,56,53,42,29,18,8,6,4,2,1,1,1,1
378,7,12,41,75,69,91,83,83,69,41,37,32,21,13,21,10,10,9,3,3
379,1,23,75,109,94,79,56,79,63,41,21,25,22,20,9,8,4,3,1,2
380,3,26,51,88,81,60,56,61,64,60,50,36,30,20,18,15,4,4,2,1
381,10,53,43,12,9,15,62,90,98,88,82,39,35,27,25,20,15,7,1,NA
382,10,70,106,83,57,41,38,65,53,64,44,18,17,20,14,12,9,5,3,2
383,3,4,18,58,68,71,74,86,85,85,56,32,34,16,19,11,6,3,2,NA
384,9,43,49,32,63,109,104,89,68,46,29,31,24,10,13,5,3,3,3,NA
385,2,2,27,65,56,46,43,67,77,59,43,27,21,24,16,10,4,4,3,2
386,27,75,104,120,110,63,45,56,39,34,11,17,9,4,7,3,3,2,1,NA
387,1,3,8,102,162,73,81,81,63,51,27,33,21,5,3,2,1,NA,NA,NA
388,5,24,82,150,76,54,52,57,58,35,32,25,14,13,21,11,8,7,3,3
389,1,1,9,23,63,41,71,90,90,79,77,54,36,45,25,12,11,5,1,1
390,3,9,31,84,117,85,59,75,57,55,38,33,20,18,15,13,12,3,2,2
391,1,3,75,54,155,151,138,59,48,22,7,4,1,1,NA,NA,NA,NA,NA,NA
392,13,57,46,36,100,97,62,75,53,53,36,19,19,12,10,23,7,5,3,4
393,1,2,2,32,116,144,158,130,58,32,22,21,7,3,1,1,NA,NA,NA,NA
394,1,2,4,12,51,81,55,72,110,98,76,61,42,30,13,11,8,3,2,NA
395,3,3,26,55,32,47,76,96,103,70,67,56,33,29,15,9,5,3,1,1
396,22,59,34,13,26,94,95,87,64,52,46,40,25,27,17,17,8,4,1,NA
397,1,2,4,32,120,126,89,57,59,55,46,30,35,24,19,12,12,3,4,NA
398,1,3,30,93,90,84,90,92,78,74,34,27,12,15,5,2,1,1,2,1
399,1,1,1,2,12,58,119,102,78,69,64,29,26,18,10,2,1,2,2,1
400,5,44,71,133,118,58,70,75,40,31,32,16,24,8,3,2,1,1,1,NA
401,35,73,13,7,61,109,124,84,77,43,38,22,17,14,5,4,2,2,1,NA
402,3,17,46,65,67,85,81,96,75,61,51,25,16,15,12,6,5,2,1,2
403,1,1,18,40,42,44,66,85,81,88,70,54,42,34,23,19,10,5,7,NA
404,1,28,79,47,151,145,107,71,54,16,6,4,1,NA,NA,NA,NA,NA,NA,NA
405,22,101,173,74,41,56,75,53,35,24,15,21,12,14,5,5,3,1,NA,NA
406,8,6,27,56,67,100,74,78,79,67,58,33,27,13,16,5,9,2,3,2
407,1,3,6,37,50,69,63,77,87,64,50,31,25,15,6,3,7,2,2,NA
408,9,29,68,82,61,46,65,93,80,50,41,28,18,15,18,9,3,9,1,3
409,2,9,73,103,99,112,114,71,56,43,26,12,4,4,1,2,1,NA,NA,NA
410,3,1,1,5,50,138,118,56,48,58,65,54,29,25,23,17,14,10,11,4
411,4,23,51,74,63,54,98,96,72,62,27,25,18,18,13,9,14,5,4,2
412,4,14,43,66,77,65,68,48,45,54,26,25,28,20,4,3,6,1,1,NA
413,1,1,15,24,47,47,69,57,76,69,48,43,34,20,22,13,8,3,1,NA
414,1,2,23,47,78,72,90,108,82,73,52,46,19,16,6,6,3,4,4,NA
415,1,3,2,1,8,21,68,91,132,143,96,65,49,22,16,6,5,1,1,NA
416,26,37,76,119,91,64,66,63,51,29,29,14,23,18,13,8,6,1,1,NA
417,3,13,43,111,119,89,96,64,65,30,44,23,11,10,7,2,NA,NA,NA,NA
418,5,36,64,30,71,85,57,47,64,67,58,37,31,24,18,13,8,5,4,3
419,7,32,87,112,102,69,75,78,42,37,25,19,19,17,6,4,1,2,1,NA
420,1,1,3,19,43,67,90,73,84,60,50,39,17,18,13,11,3,3,1,2
421,6,34,71,98,108,110,79,70,43,39,27,17,13,6,4,5,2,2,1,NA
422,10,19,44,76,76,86,86,75,81,50,40,26,20,16,12,6,2,6,2,2
423,6,6,6,37,66,111,116,117,109,92,47,51,33,22,27,10,9,7,5,3
424,20,101,127,161,104,88,49,30,24,11,3,3,4,1,2,1,1,NA,NA,NA
425,3,2,17,47,53,67,102,107,104,59,62,36,31,17,9,6,2,1,1,1
426,3,2,5,53,148,124,70,65,44,53,44,35,35,20,16,5,4,4,NA,NA
427,33,148,106,45,57,55,42,33,25,19,12,8,4,3,4,2,1,1,1,NA
428,5,7,35,43,68,90,86,77,57,40,24,17,17,16,4,5,5,1,1,NA
429,1,2,1,13,50,67,92,83,86,71,36,32,28,11,9,7,5,2,1,1
430,1,6,16,31,54,50,66,88,80,59,45,23,23,18,16,10,3,4,3,2
431,4,17,48,75,102,91,82,76,76,46,37,23,19,10,10,4,4,4,1,1
432,11,13,41,29,20,25,59,94,77,66,96,55,57,27,30,15,13,2,3,2
433,7,16,42,12,1,4,39,63,65,111,102,99,75,56,43,27,25,11,13,2
434,2,1,10,35,55,60,65,81,70,79,55,50,13,7,10,2,1,1,1,NA
435,2,4,24,32,62,70,89,92,86,67,57,43,32,17,14,13,12,7,4,3
436,13,66,80,89,63,70,86,72,50,42,23,19,24,15,9,4,3,1,2,NA
437,13,40,68,71,85,68,81,85,57,42,40,23,24,13,6,4,3,1,5,2
438,44,119,155,75,76,85,63,37,23,17,15,9,2,4,2,1,1,2,1,NA
439,5,26,97,99,99,54,69,76,53,30,24,22,12,15,13,12,15,3,8,3
440,1,8,32,50,61,83,70,72,59,57,64,48,34,32,28,8,7,8,4,2
441,3,6,41,70,75,65,79,86,82,67,57,36,22,13,11,6,5,3,3,NA
442,9,51,88,83,28,39,81,90,88,55,35,26,18,13,11,6,5,1,1,NA
443,4,33,76,99,64,58,45,51,71,57,48,31,22,18,16,11,14,5,7,1
444,1,1,33,64,88,123,106,107,67,38,39,23,18,12,4,2,1,1,NA,NA
445,3,1,5,19,70,111,125,110,100,84,37,39,10,6,2,3,1,1,NA,NA
446,2,6,59,51,34,72,108,68,82,64,52,42,29,16,21,12,8,2,1,1
447,9,26,41,68,90,94,74,80,56,51,31,19,16,21,20,14,9,6,6,4
448,6,10,46,47,31,67,94,77,75,71,55,40,27,24,19,11,12,9,7,2
449,1,8,62,91,117,89,76,61,59,57,35,24,29,13,3,5,1,1,NA,NA
450,12,28,57,52,53,53,66,75,82,65,57,40,27,23,14,11,5,5,1,2
451,1,2,1,9,59,133,141,122,112,56,43,27,12,5,2,1,1,3,1,1
452,11,39,63,88,73,55,75,78,74,43,55,35,19,9,7,1,5,2,2,1
453,8,17,24,62,120,142,115,94,81,46,34,26,27,15,8,7,4,3,1,NA
454,22,75,23,3,2,13,78,102,83,88,64,61,33,27,26,17,10,3,1,NA
455,3,1,9,30,62,87,83,100,82,69,56,55,37,20,16,5,8,3,2,NA
456,3,1,24,87,126,87,80,67,65,45,43,25,23,23,10,14,3,3,1,NA
457,2,2,9,42,58,79,97,70,66,55,27,30,25,16,9,4,1,2,2,2
458,1,6,42,103,62,84,83,79,62,69,68,36,17,11,2,2,2,2,1,NA
459,24,37,47,78,82,68,42,34,50,43,43,34,32,31,19,20,28,13,4,6
460,20,57,36,23,48,91,84,57,87,64,40,31,27,25,14,13,8,4,1,1
461,2,1,11,56,71,84,83,96,92,74,58,35,23,20,6,4,5,4,3,NA
462,9,50,47,13,12,50,91,103,93,76,39,43,42,23,18,10,10,1,1,NA
463,4,12,57,47,45,71,72,71,89,50,55,34,29,25,22,21,11,7,3,5
464,15,32,70,74,92,100,89,71,67,37,35,19,19,6,3,4,2,NA,NA,NA
465,2,8,27,72,75,75,74,89,87,61,47,31,13,18,22,14,7,6,2,2
466,3,7,69,44,40,98,83,60,55,74,67,44,26,26,17,11,3,2,1,NA
467,1,1,1,6,30,64,105,99,114,78,63,41,42,31,21,17,10,6,NA,NA
468,19,60,100,134,116,102,61,51,33,22,16,13,3,3,1,1,NA,NA,NA,NA
469,8,45,79,67,52,88,92,77,71,38,30,25,17,14,11,11,3,5,1,1
470,2,1,2,18,64,83,78,91,105,86,61,44,42,28,11,6,3,2,NA,NA
471,1,1,12,28,40,60,62,75,69,70,53,37,26,20,20,8,6,5,3,2
472,12,55,112,97,94,77,77,65,48,31,23,11,15,6,6,1,2,1,1,1
473,8,11,30,49,82,88,71,61,53,56,65,36,39,23,20,12,15,6,2,3
474,3,19,52,45,69,91,64,51,68,86,67,26,19,15,25,22,9,1,1,NA
475,1,2,2,7,42,91,83,78,91,104,72,37,34,35,29,12,7,NA,NA,NA
476,23,75,21,5,11,77,100,76,78,79,55,31,22,26,16,19,10,4,2,1
477,8,23,40,47,76,74,69,50,50,35,31,27,20,11,19,6,7,1,2,2
478,28,46,63,79,84,58,62,70,59,54,34,18,22,12,14,11,10,5,2,4
479,2,1,2,19,53,41,53,73,84,65,96,43,43,51,28,33,19,17,4,6
480,17,58,38,8,20,57,97,73,87,70,50,36,43,23,21,19,9,5,3,1
481,1,2,11,50,88,88,99,78,74,64,52,44,18,14,16,16,10,1,3,3
482,18,59,66,68,71,105,83,74,57,47,32,18,13,7,4,6,2,2,1,NA
483,61,47,8,7,23,50,83,109,84,59,43,39,45,35,18,9,6,1,2,2
484,17,43,80,76,82,95,85,87,72,48,23,11,4,3,2,2,1,1,2,1
485,2,1,8,40,59,85,65,79,64,58,44,32,26,14,6,5,7,2,1,NA
486,12,63,88,142,74,108,90,53,28,24,23,16,3,2,2,1,1,NA,NA,NA
487,3,13,51,64,47,66,62,80,79,75,56,46,26,23,15,10,6,6,2,5
488,3,17,33,79,87,86,80,73,56,48,49,31,18,18,18,15,12,6,3,3
489,68,49,10,69,133,71,49,75,52,50,37,29,15,12,5,3,2,1,1,NA
490,1,1,12,36,75,66,79,73,84,49,50,35,19,13,3,1,1,NA,NA,NA
491,2,4,29,69,84,80,73,96,83,61,43,22,16,24,15,13,9,1,3,1
492,46,162,137,101,64,40,24,8,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
493,4,22,103,125,121,108,98,40,46,24,11,15,5,1,3,3,1,NA,NA,NA
494,2,1,18,56,47,60,138,85,72,93,104,71,50,39,22,14,5,2,1,NA
495,4,24,58,104,102,62,51,79,72,49,26,29,24,12,10,8,8,1,2,3
496,12,60,88,85,81,62,87,75,42,31,25,17,9,13,16,12,4,8,3,5
497,1,1,11,25,79,120,95,67,68,68,60,48,43,17,22,4,3,NA,NA,NA
498,3,7,29,34,78,66,77,68,54,38,54,46,23,10,4,6,1,NA,NA,NA
499,1,1,13,54,90,94,103,100,84,64,27,38,26,16,4,5,4,3,1,NA
500,2,7,16,35,49,81,66,67,70,70,34,32,25,19,7,9,5,2,2,NA
501,3,1,1,16,38,63,66,76,61,62,65,41,46,22,14,10,5,5,3,NA
502,28,159,174,135,107,60,30,18,10,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
503,2,15,74,101,128,98,85,99,52,35,18,11,6,3,2,1,1,NA,NA,NA
504,6,36,79,133,120,94,80,48,35,21,17,21,15,7,12,3,1,2,3,2
505,1,1,2,17,53,96,111,67,68,57,65,51,41,33,16,19,15,7,6,2
506,8,33,90,118,88,59,51,63,53,42,34,22,20,17,8,11,9,2,1,1
507,39,91,86,120,105,107,59,37,27,18,19,7,9,1,2,2,1,NA,NA,NA
508,3,25,108,159,125,89,87,55,23,24,11,9,4,3,1,1,NA,NA,NA,NA
509,15,71,85,112,86,58,74,75,42,41,28,24,4,6,9,1,1,NA,NA,NA
510,2,7,30,52,36,52,85,79,66,82,74,49,30,37,19,16,7,6,1,NA
511,3,8,26,42,63,82,93,95,93,63,54,29,20,13,20,12,7,8,2,2
512,1,1,1,4,38,71,138,121,114,91,42,35,20,14,8,7,3,1,1,3
513,3,9,17,50,69,72,84,83,75,77,56,36,27,30,14,14,4,7,6,2
514,1,3,43,112,103,74,46,54,52,28,24,20,18,5,5,4,2,3,1,NA
515,1,2,7,39,55,75,63,58,92,86,71,76,44,24,12,9,5,7,2,2
516,3,7,40,106,120,79,47,66,56,46,39,27,24,23,22,11,5,4,3,2
517,93,152,160,154,76,44,22,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
518,10,80,92,54,101,102,67,33,23,11,12,7,2,2,1,1,1,NA,NA,NA
519,4,13,56,74,65,80,94,98,67,61,34,27,18,14,10,5,8,5,1,1
520,3,14,32,42,65,79,74,84,66,65,52,44,30,27,24,10,12,5,4,3
521,2,3,5,25,58,73,102,99,98,85,78,45,26,11,10,5,3,1,1,NA
522,1,6,22,62,68,67,92,84,65,46,35,20,11,3,4,2,5,1,4,1
523,2,19,76,66,87,93,81,62,61,59,43,18,15,25,16,9,1,2,NA,NA
524,4,53,32,2,2,2,4,61,135,136,118,94,78,35,32,24,16,2,1,1
525,1,7,18,47,32,54,70,65,79,96,59,61,43,35,19,19,14,3,6,6
526,1,1,3,44,62,73,105,58,56,51,63,47,24,20,31,35,22,15,17,5
527,1,1,1,1,3,25,67,91,85,107,93,99,52,38,27,18,9,9,5,NA
528,53,135,126,44,41,63,91,43,37,29,22,17,8,9,7,1,2,1,1,NA
529,1,1,25,42,85,94,87,67,78,73,49,43,21,16,21,15,7,4,3,3
530,4,23,74,103,99,88,96,106,69,59,37,43,16,14,9,4,4,1,2,NA
531,5,18,40,67,86,92,92,73,74,45,50,29,15,16,12,9,7,2,2,1
532,5,1,1,1,1,5,31,110,121,121,115,84,46,42,25,12,4,5,NA,NA
533,15,50,69,106,81,101,71,57,48,38,33,22,8,5,10,7,1,4,1,1
534,7,54,78,78,91,76,62,52,38,24,16,9,4,6,1,1,1,1,NA,NA
535,4,3,1,6,37,62,37,69,95,89,58,81,44,36,31,28,19,13,10,7
536,10,42,53,62,85,84,67,70,56,49,41,33,22,18,17,13,1,5,1,1
537,4,25,87,129,123,88,79,73,42,32,24,12,3,1,3,1,1,1,NA,NA
538,16,54,36,29,57,76,113,94,62,61,44,26,19,15,19,10,2,1,1,NA
539,4,5,21,41,45,52,64,56,52,50,50,37,57,23,18,11,6,5,1,NA
540,1,6,32,91,92,99,71,69,43,32,17,15,10,8,6,3,2,1,NA,NA
541,18,97,120,95,110,76,61,37,30,22,25,12,7,11,3,4,1,1,NA,NA
542,4,17,44,88,85,61,60,51,46,34,31,32,17,15,5,2,3,2,1,NA
543,4,60,154,139,43,35,80,69,58,33,24,13,9,3,5,1,1,1,NA,NA
544,10,47,70,105,93,81,77,52,52,36,26,26,24,9,14,3,3,1,2,NA
545,13,69,137,94,43,41,33,54,62,45,35,21,22,18,16,13,6,6,1,1
546,3,28,72,69,102,77,79,74,61,34,33,33,25,15,11,10,7,1,1,NA
547,5,8,31,39,75,84,99,74,54,49,19,22,11,14,5,3,2,2,1,1
548,1,4,171,199,154,94,60,25,5,1,1,3,1,1,NA,NA,NA,NA,NA,NA
549,4,6,32,65,70,65,79,74,92,57,62,44,26,26,15,8,5,4,1,NA
550,1,1,2,9,30,69,77,72,75,97,82,70,57,39,17,15,6,3,7,3
551,22,54,83,109,97,92,66,57,40,32,24,15,10,13,9,4,2,3,3,NA
552,52,80,152,98,27,48,77,68,35,28,19,18,10,11,5,2,1,1,NA,NA
553,21,48,71,98,89,89,73,52,31,37,33,29,25,15,10,3,1,1,1,1
554,2,17,35,56,97,101,114,87,79,54,34,25,14,11,3,2,2,1,1,NA
555,1,11,34,47,66,66,70,64,56,57,37,32,18,17,9,8,3,2,1,NA
556,2,5,25,56,96,116,87,82,60,45,34,26,23,26,26,12,5,4,2,2
557,1,1,2,19,87,131,120,89,71,52,57,29,23,15,20,7,4,1,NA,NA
558,8,15,45,71,70,92,64,69,59,53,47,50,29,14,21,8,10,4,5,1
559,28,78,16,2,10,63,114,80,72,80,48,28,30,24,21,17,9,6,3,2
560,1,1,21,106,104,134,150,77,48,24,16,10,3,1,2,NA,NA,NA,NA,NA
561,1,5,34,64,98,71,60,65,57,74,54,44,26,19,22,11,16,7,2,NA
562,1,1,1,12,31,43,47,56,91,96,119,116,95,86,35,25,16,4,4,1
563,1,3,7,23,58,93,118,114,101,69,40,45,13,17,11,8,1,1,2,2
564,3,5,10,36,78,71,103,132,96,71,45,23,15,15,13,8,4,1,1,NA
565,5,8,58,117,129,60,53,79,56,47,25,26,17,19,15,10,3,2,1,NA
566,7,44,81,96,92,67,73,67,54,49,41,25,13,11,6,5,2,1,1,NA
567,17,48,75,99,99,67,75,76,51,32,29,24,14,11,6,2,3,1,1,NA
568,3,5,18,61,92,85,72,89,69,92,59,39,16,12,4,5,8,2,1,NA
569,4,8,25,32,28,16,17,50,73,89,81,99,70,56,30,25,9,12,7,4
570,2,4,2,28,97,126,126,92,67,57,41,27,24,12,8,4,4,2,1,6
571,2,11,28,63,71,70,72,53,51,54,46,37,23,5,6,4,1,1,NA,NA
572,20,85,117,119,76,83,80,52,28,21,20,11,5,7,2,1,NA,NA,NA,NA
573,6,14,40,61,81,70,48,39,46,31,39,31,31,22,19,10,5,3,1,1
574,3,2,40,61,88,79,77,96,75,44,41,30,31,19,11,9,9,7,4,2
575,65,51,141,70,29,71,61,35,22,18,9,11,8,3,2,1,1,1,NA,NA
576,14,60,104,78,67,88,83,75,28,34,25,19,30,11,7,6,3,1,1,1
577,4,14,32,78,92,108,87,68,59,57,41,20,23,22,11,9,5,2,1,2
578,8,3,14,34,45,66,86,108,133,99,82,66,34,18,29,10,4,3,5,1
579,15,56,84,78,73,92,99,64,47,27,33,18,13,11,11,3,3,2,1,NA
580,2,4,13,45,79,111,119,105,70,62,41,23,20,20,10,5,2,2,2,NA
581,14,55,48,16,41,98,80,51,40,58,55,40,30,26,30,11,11,13,9,4
582,1,1,3,10,38,119,109,82,66,62,61,55,37,27,25,15,14,5,2,1
583,20,44,43,77,70,89,91,86,73,39,20,14,22,21,15,5,1,1,NA,NA
584,5,29,56,82,78,85,79,83,69,51,31,31,22,13,9,4,2,2,1,NA
585,13,69,61,82,101,85,81,57,54,47,30,20,13,7,4,5,1,2,1,2
586,1,3,15,72,91,76,68,75,83,81,65,44,22,14,10,3,1,1,2,NA
587,1,2,5,16,38,65,79,84,70,74,59,42,18,14,9,12,2,4,3,2
588,3,3,35,88,85,95,85,82,84,64,33,30,14,18,9,3,2,1,1,NA
589,9,66,93,178,99,121,77,36,15,11,1,1,1,NA,NA,NA,NA,NA,NA,NA
590,15,15,53,67,81,82,87,83,67,55,45,23,20,15,6,6,3,4,1,NA
591,8,23,41,59,61,78,56,73,62,68,55,39,35,23,13,13,12,4,4,1
592,4,6,30,50,31,41,58,79,78,59,68,67,53,38,27,19,16,2,2,2
593,1,3,11,39,91,107,87,82,70,59,61,36,39,19,12,13,2,1,2,NA
594,13,48,45,22,8,25,51,75,92,97,66,65,32,25,24,18,13,9,5,2
595,8,48,76,78,70,97,93,86,51,27,28,18,20,14,6,4,6,3,1,1
596,2,6,20,58,73,88,87,95,77,53,45,37,24,31,21,12,4,1,1,NA
597,2,1,1,8,16,69,117,125,117,79,60,47,40,29,12,5,1,1,NA,NA
598,5,10,30,45,33,54,54,71,50,46,51,38,31,26,19,21,8,2,2,2
599,3,4,28,52,61,64,55,70,63,75,55,47,46,33,29,16,18,7,4,5
600,12,37,71,85,99,106,94,69,44,43,25,16,13,8,5,3,1,1,1,2
601,1,2,11,55,102,98,113,114,97,57,37,21,10,5,4,2,1,2,NA,NA
602,1,1,1,1,7,37,87,111,92,55,63,69,52,40,32,34,30,10,4,5
603,15,39,114,126,66,55,41,53,52,41,45,23,17,13,7,2,1,1,2,2
604,6,15,27,45,72,59,72,68,56,44,25,32,25,20,12,3,7,6,2,2
605,1,12,49,95,112,106,87,90,64,42,32,14,14,4,3,2,1,1,NA,NA
606,7,22,40,49,49,87,69,65,64,66,51,41,37,33,17,14,8,10,3,3
607,18,71,29,12,44,122,76,43,61,62,56,32,29,26,16,14,11,9,2,NA
608,24,75,22,24,85,125,82,82,55,42,36,29,18,15,8,3,2,1,2,1
609,1,4,44,55,16,42,64,107,104,112,64,47,32,20,15,5,1,2,NA,NA
610,2,12,51,107,112,72,74,79,54,44,31,18,16,17,12,13,8,4,3,1
611,4,1,7,27,45,75,70,86,73,58,44,28,25,18,21,7,4,3,1,1
612,6,28,67,73,74,95,83,65,43,35,12,7,4,3,1,1,1,1,NA,NA
613,3,38,88,87,94,100,85,66,45,30,24,23,16,14,11,3,4,2,NA,NA
614,13,28,54,73,93,86,78,76,55,47,42,28,30,14,10,3,1,NA,NA,NA
615,1,1,1,5,39,94,113,84,95,79,61,45,36,25,19,13,9,8,4,NA
616,3,34,62,62,96,83,73,56,86,59,45,27,16,16,9,1,1,1,NA,NA
617,31,69,18,11,32,88,73,82,90,85,49,29,22,21,12,10,5,1,3,NA
618,1,3,7,33,67,85,98,108,84,87,68,24,25,19,11,6,2,4,NA,NA
619,18,49,25,16,50,79,62,33,29,53,45,37,24,19,15,14,15,9,4,2
620,3,3,12,39,53,56,73,67,53,71,62,36,30,20,9,4,1,3,2,1
621,4,2,3,12,56,116,127,64,58,62,63,52,42,29,19,10,8,2,1,NA
622,17,43,34,32,59,60,73,69,76,63,72,39,23,22,29,9,6,6,2,1
623,2,1,2,13,94,155,182,141,70,36,18,2,1,1,1,NA,NA,NA,NA,NA
624,5,47,52,24,45,66,93,79,80,67,53,30,15,22,9,18,9,13,2,1
625,1,3,34,100,123,92,59,64,69,59,38,19,26,18,11,8,5,1,NA,NA
626,15,48,89,89,79,52,65,68,55,51,22,23,13,21,14,9,9,4,1,4
627,1,2,36,81,73,59,78,93,94,75,53,23,19,17,15,7,3,3,NA,NA
628,22,50,43,82,99,83,74,75,54,46,29,23,14,14,4,9,5,4,4,1
629,7,19,29,48,62,65,87,82,69,39,34,22,15,9,5,3,1,1,1,NA
630,23,69,27,2,3,22,77,102,69,54,79,49,36,40,24,21,14,12,5,2
631,3,13,53,93,118,79,77,74,55,40,42,25,30,9,10,7,2,1,3,1
632,1,3,21,61,76,62,78,85,78,85,63,41,24,22,11,9,8,2,3,2
633,3,6,19,25,60,56,60,66,57,44,46,46,43,29,17,7,6,7,1,NA
634,2,52,57,19,64,88,89,62,71,71,48,29,9,12,13,20,13,8,2,2
635,61,57,5,9,61,121,53,64,91,46,43,29,29,29,17,7,6,2,1,NA
636,44,120,108,56,58,60,39,30,17,24,10,11,8,5,3,2,2,2,NA,NA
637,1,2,22,49,96,85,58,56,46,59,34,25,29,14,9,8,4,1,NA,NA
638,1,1,3,14,40,48,47,55,74,76,63,54,45,24,26,9,9,3,2,NA
639,1,3,10,42,55,49,71,81,77,57,67,62,40,45,23,17,15,9,4,2
640,3,25,74,74,68,64,79,68,74,53,32,24,25,17,15,13,9,6,5,2
641,5,5,34,78,88,91,57,58,61,65,46,34,38,20,15,13,13,5,1,3
642,3,13,34,68,89,100,93,72,74,58,40,34,27,18,3,3,1,NA,NA,NA
643,6,13,49,105,112,69,61,63,56,57,48,29,22,17,8,7,9,1,3,NA
644,1,2,2,14,101,148,152,99,23,11,4,1,2,1,2,1,2,1,1,NA
