Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
126,3,4,38,94,106,100,84,86,58,52,20,24,12,10,5,4,4,6,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2,9,14,32,45,39,33,22,12,24,25,22,33,37,34,30,32,26,24,17,12,6,9,8,7,8,6,8,5,3,4,1,1,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,3,3,5,14,11,28,28,45,41,40,25,49,39,35,39,35,37,40,31,20,23,19,23,12,7,11,8,9,6,6,8,7,6,3,3,2,4,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
129,2,2,2,7,5,17,30,31,29,43,31,42,34,25,22,22,18,29,20,27,17,13,20,18,13,14,8,9,7,8,4,5,4,8,1,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,3,4,8,14,22,26,32,36,38,37,42,46,35,41,31,29,31,33,30,25,18,26,20,9,13,16,10,11,8,7,2,7,5,4,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA
131,1,3,6,11,13,19,22,31,33,49,56,40,48,48,48,31,32,28,31,21,27,14,23,22,8,14,7,4,7,2,4,5,3,3,1,8,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,2,1,1,3,2,6,12,8,11,16,32,35,31,28,26,30,31,29,26,28,28,31,17,32,16,18,14,9,14,6,7,4,5,8,8,2,5,4,2,1,1,1,3,1,1,1,1,NA,NA,NA
133,3,7,17,18,19,12,7,14,17,26,39,31,41,24,26,23,13,29,24,22,37,30,24,22,20,26,12,17,21,14,15,13,10,14,8,7,4,5,3,3,2,1,4,1,4,2,2,NA,NA,NA
134,1,1,2,10,8,7,11,16,17,10,11,9,11,7,15,13,14,14,26,24,27,36,35,43,36,41,45,28,32,18,31,15,17,14,12,14,8,10,7,4,7,5,2,5,7,5,1,2,1,NA
135,1,1,7,17,25,29,34,35,27,23,26,28,29,39,32,44,57,49,37,31,23,29,25,9,17,7,12,5,9,6,3,3,4,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1,1,2,7,6,8,13,20,34,32,37,33,44,29,35,37,23,19,17,22,16,21,11,11,15,15,14,9,9,9,6,4,3,7,1,1,5,1,2,1,2,3,3,1,1,2,4,1,NA,NA
137,1,1,1,1,1,2,4,4,9,22,29,54,57,36,39,37,30,30,34,36,28,15,19,22,17,13,14,9,8,7,7,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,2,10,28,33,29,11,5,4,1,3,4,12,29,36,37,45,40,38,38,20,28,34,26,29,24,31,16,17,13,12,12,10,11,9,9,6,6,4,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA
139,1,1,2,3,7,15,16,21,17,18,16,25,29,38,40,29,20,21,27,24,18,22,27,25,17,19,16,12,10,11,15,6,8,7,1,4,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA
140,2,1,1,1,1,7,8,12,26,44,56,40,37,48,37,35,35,36,38,32,30,26,23,24,17,9,20,11,18,9,9,9,5,8,4,4,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,3,6,13,37,32,41,55,44,44,30,18,23,16,20,27,20,24,26,24,19,22,21,21,14,12,12,7,16,5,5,12,9,7,4,3,5,4,7,5,6,2,1,3,1,1,NA,NA,NA,NA
142,3,2,2,3,3,10,12,12,16,16,20,24,26,24,28,29,34,45,31,36,37,36,28,40,37,14,17,19,18,26,10,9,9,11,10,8,8,2,6,3,2,1,1,1,1,NA,NA,NA,NA,NA
143,2,6,11,15,43,33,43,44,42,40,29,23,21,26,32,32,25,39,23,25,17,11,13,13,15,8,16,6,7,10,7,7,6,6,1,10,5,5,3,4,2,1,1,1,1,NA,NA,NA,NA,NA
144,1,2,1,1,1,5,4,10,14,21,28,31,47,30,28,20,26,32,25,27,37,24,40,20,20,16,16,7,19,6,4,10,10,3,4,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,1,1,1,2,9,21,32,42,33,26,31,33,39,27,23,17,12,12,26,20,20,14,19,14,18,14,7,9,10,9,8,10,5,4,6,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2,4,7,10,16,36,47,47,49,61,43,31,39,22,29,39,42,30,33,19,19,14,9,8,10,7,14,8,7,7,3,4,3,1,1,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,1,5,10,15,25,28,34,34,23,35,31,21,22,43,44,49,40,35,35,20,25,16,9,15,14,8,7,5,14,4,10,4,6,11,4,8,8,4,2,1,1,1,1,1,NA,NA,NA,NA,NA
148,1,3,2,4,7,11,12,18,37,35,43,33,39,44,34,34,27,37,21,28,28,32,24,23,14,17,13,10,10,9,12,11,8,8,9,3,10,6,3,4,3,2,1,2,1,1,1,NA,NA,NA
149,1,1,1,4,4,10,18,22,31,39,38,41,32,21,27,30,20,14,19,26,21,20,25,16,25,13,18,12,7,7,3,7,3,3,5,5,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
150,1,3,5,8,11,19,18,33,29,29,35,40,26,44,35,29,31,42,30,30,34,16,24,19,17,12,9,11,14,14,3,7,13,4,9,4,3,3,2,3,1,6,4,2,1,2,NA,NA,NA,NA
151,1,1,3,3,16,35,52,61,53,40,37,42,33,34,36,36,45,35,30,20,17,13,10,9,11,9,7,7,6,10,2,7,3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,3,1,2,11,28,34,18,16,14,26,27,46,53,36,22,30,16,12,21,18,24,20,30,17,16,17,22,15,16,15,15,14,5,16,10,7,7,5,7,3,5,3,1,3,2,NA,NA,NA,NA
153,2,2,13,9,20,27,27,31,19,19,36,34,51,31,25,24,17,6,15,15,16,18,17,21,25,23,19,15,26,23,11,7,10,12,9,7,10,5,5,3,6,4,2,3,4,3,1,2,NA,NA
154,1,1,2,2,5,9,20,18,35,40,32,41,51,35,40,41,38,42,25,27,25,22,24,22,14,13,14,8,2,7,8,9,7,6,8,6,7,9,3,2,3,2,3,1,1,1,NA,NA,NA,NA
155,1,1,1,2,6,6,21,33,25,29,33,18,21,22,24,21,35,30,42,38,35,22,17,14,16,11,14,10,9,12,4,5,3,3,4,3,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
156,4,16,18,20,30,10,12,7,3,5,6,12,29,35,37,37,23,28,16,20,17,25,22,18,19,12,22,16,23,23,16,17,21,14,13,7,10,8,9,10,9,5,8,4,2,4,4,2,5,NA
157,1,1,2,1,5,13,20,24,44,53,51,43,52,22,27,31,24,25,37,28,26,20,22,21,11,24,10,14,8,9,9,7,3,10,7,5,3,5,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA
158,2,2,4,6,13,17,15,19,26,26,19,30,28,42,28,26,36,35,30,49,27,35,35,23,35,21,17,18,14,15,5,5,4,4,3,2,3,1,3,2,1,1,1,1,1,NA,NA,NA,NA,NA
159,1,2,6,11,14,21,24,28,22,44,31,30,36,24,27,20,16,21,20,20,21,19,20,13,13,9,10,7,4,5,3,7,10,4,4,5,7,3,3,4,4,3,1,1,1,NA,NA,NA,NA,NA
160,1,3,1,7,14,20,21,25,33,31,43,43,28,30,28,16,26,23,22,29,24,23,21,19,16,23,30,18,13,9,10,9,5,13,10,8,9,3,3,8,5,2,4,1,1,1,NA,NA,NA,NA
161,1,1,1,1,1,2,4,16,20,24,44,35,54,51,40,56,46,41,29,40,39,30,25,19,17,6,20,15,13,8,8,6,4,7,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,3,5,14,25,42,29,40,31,32,32,32,42,43,40,38,34,41,28,35,24,20,7,9,13,11,9,6,6,9,8,5,2,4,1,6,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,3,2,9,12,30,39,35,54,60,54,50,39,41,51,38,28,18,17,16,15,18,18,8,6,13,9,11,10,3,5,2,4,1,5,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
164,1,4,11,24,35,33,34,42,39,37,35,19,16,22,30,27,25,26,14,17,15,10,5,12,6,14,6,8,8,6,5,3,1,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,5,1,4,8,13,12,14,23,25,24,21,35,30,26,29,19,27,24,20,15,21,17,17,20,11,17,13,17,17,13,10,9,8,7,2,6,5,5,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA
166,3,1,4,13,13,23,19,32,27,29,44,32,42,27,33,34,40,26,23,32,38,18,22,24,17,15,10,10,10,16,4,5,5,3,6,6,4,4,4,5,1,2,1,1,1,1,NA,NA,NA,NA
167,2,13,16,25,24,17,14,11,8,16,23,44,46,49,31,27,11,18,19,23,21,22,14,25,28,20,13,13,14,17,17,9,16,8,15,9,4,6,6,4,3,4,2,3,1,NA,NA,NA,NA,NA
168,1,3,1,7,15,15,28,23,14,15,9,15,30,31,52,44,33,25,22,17,19,17,27,35,25,28,25,14,16,17,11,7,8,10,10,4,8,5,10,6,3,7,4,3,3,1,3,2,NA,NA
169,1,1,17,34,26,42,34,47,64,58,63,67,64,53,31,24,21,20,10,9,12,7,3,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,3,5,6,9,8,16,20,30,54,41,46,34,47,38,36,30,38,26,31,27,27,21,16,14,19,14,9,11,11,10,9,1,6,3,3,3,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
171,2,1,9,15,22,24,39,37,47,38,35,42,28,14,21,27,25,19,26,26,25,23,29,11,6,9,19,12,4,8,10,10,6,4,4,5,3,3,7,7,9,5,2,1,2,3,3,2,1,NA
172,2,4,5,15,14,18,25,34,32,36,30,38,39,46,37,28,30,27,15,17,19,10,12,6,7,5,13,4,2,3,4,2,3,1,2,1,2,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA
173,4,4,16,24,25,38,46,36,40,38,28,30,26,19,27,25,31,27,30,32,21,17,19,13,9,8,15,9,13,5,16,9,7,4,6,4,4,3,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
174,3,1,5,4,6,8,8,15,16,16,22,18,29,25,21,23,25,37,20,23,34,27,27,21,20,19,12,13,12,13,14,10,6,5,4,6,4,3,5,2,1,3,1,3,2,2,3,1,NA,NA
175,1,2,9,13,20,40,46,32,48,25,36,42,35,48,41,54,45,40,34,11,17,15,17,12,16,8,6,5,5,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,8,13,21,32,16,20,10,16,22,39,37,48,40,35,19,34,40,23,38,35,19,19,14,10,18,14,8,5,5,11,7,4,5,4,6,8,5,6,4,3,1,1,2,1,2,NA,NA,NA
177,7,12,16,24,29,20,9,7,1,3,2,3,4,13,15,27,44,34,34,38,37,35,33,25,35,37,19,17,16,19,12,13,6,9,11,9,8,9,9,7,7,3,2,3,2,1,2,2,1,NA
178,2,2,1,8,15,20,28,49,34,44,39,31,27,31,20,26,13,12,28,24,28,35,25,27,23,13,11,14,8,6,8,5,2,10,6,7,6,12,5,5,9,4,2,1,1,2,1,1,NA,NA
179,1,1,10,8,17,41,35,49,59,52,44,58,32,27,33,34,33,21,12,18,11,17,16,13,18,11,14,8,6,7,5,2,7,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,5,6,13,15,12,32,33,36,27,25,25,21,23,31,40,41,36,21,38,33,29,21,20,21,10,12,8,15,8,11,13,4,8,5,5,3,2,6,2,3,3,2,2,3,3,1,1,1,NA,NA
181,2,11,14,23,26,11,16,17,17,34,36,48,35,14,19,6,13,22,26,29,15,23,18,11,19,15,8,8,8,11,6,6,9,6,1,4,4,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
182,1,1,2,2,4,10,13,17,27,25,34,36,40,35,33,32,32,24,40,33,41,39,27,24,22,19,12,10,18,9,11,8,10,9,8,1,5,3,5,1,3,1,1,2,1,1,NA,NA,NA,NA
183,1,2,8,23,45,28,36,62,77,71,58,46,36,25,13,14,8,7,11,5,3,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,3,1,6,4,17,38,38,63,59,45,37,34,36,39,22,50,31,30,24,23,12,13,14,11,12,7,6,7,10,5,6,8,2,3,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
185,1,7,6,12,19,21,40,31,29,26,37,37,30,32,15,28,32,29,23,31,22,20,23,25,18,16,17,13,10,11,11,5,11,10,5,2,5,4,3,8,1,2,2,2,1,1,1,NA,NA,NA
186,1,1,5,2,7,19,27,29,33,19,32,35,32,27,30,25,26,21,22,33,23,11,18,16,18,12,9,9,10,6,5,4,13,7,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,3,5,10,15,22,11,19,15,14,21,16,24,34,14,30,42,26,27,26,35,29,29,24,23,16,11,16,17,11,15,20,12,18,12,10,9,7,7,10,9,6,4,2,4,2,1,1,1,NA,NA
188,2,6,8,9,25,28,43,39,27,30,27,25,19,29,32,26,29,33,24,29,29,30,27,15,9,18,13,8,6,5,6,5,7,5,10,6,9,1,7,5,5,2,4,3,1,1,1,1,1,NA
189,1,1,1,1,1,1,4,8,10,22,38,48,50,31,51,35,30,29,30,24,37,42,33,29,32,21,11,18,20,14,9,11,7,11,8,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,2,5,4,11,12,27,31,36,29,38,28,34,24,25,33,20,21,21,19,12,23,14,12,11,13,15,5,10,11,5,7,8,3,7,6,3,5,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
191,2,1,2,3,3,13,8,23,15,11,13,25,22,19,29,15,20,17,30,31,27,20,21,25,20,24,21,16,12,16,10,6,14,11,5,8,10,11,4,3,1,5,1,1,1,1,2,NA,NA,NA
192,2,1,1,3,5,7,16,15,20,33,35,21,29,27,21,28,24,18,22,26,25,25,21,17,14,8,6,9,12,15,5,3,10,9,8,3,12,9,6,6,8,4,1,1,2,3,2,NA,NA,NA
193,1,1,1,1,1,13,20,39,35,60,61,39,48,28,37,29,22,24,15,14,15,6,17,11,16,19,18,16,17,19,14,12,11,10,10,6,3,3,4,5,3,2,1,1,NA,NA,NA,NA,NA,NA
194,3,7,9,17,17,19,23,32,40,36,32,52,49,41,38,44,43,25,35,23,22,15,19,14,11,12,6,8,6,4,3,2,2,1,8,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
195,2,2,1,1,1,1,1,6,4,11,17,39,36,33,29,37,29,27,31,29,38,48,40,37,29,21,19,20,17,13,22,11,12,7,11,6,10,7,5,7,4,2,5,1,1,NA,NA,NA,NA,NA
196,5,10,15,25,22,32,34,38,38,36,48,37,37,31,30,47,37,37,28,18,15,11,9,7,12,6,9,10,7,3,8,7,5,7,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,3,4,4,12,21,24,30,50,41,33,37,31,27,16,17,17,22,24,9,24,20,21,21,17,14,31,20,16,17,15,16,11,10,12,1,7,7,4,6,5,4,4,2,3,1,2,2,NA,NA,NA
198,6,14,19,29,29,17,13,15,24,41,44,45,42,26,19,10,27,21,22,30,28,23,20,14,19,8,8,7,11,16,9,6,13,13,6,6,9,4,8,4,2,3,2,1,NA,NA,NA,NA,NA,NA
199,2,1,1,2,1,3,10,11,27,34,33,23,30,32,34,51,38,30,34,34,46,28,28,17,28,22,11,20,15,11,7,6,5,11,6,9,7,4,6,2,2,2,2,1,1,1,1,NA,NA,NA
200,1,1,1,1,1,1,7,13,19,31,36,51,55,56,40,47,48,25,37,43,34,26,28,22,21,17,10,12,8,10,8,4,3,3,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2,1,2,1,2,1,5,6,17,11,22,26,15,16,22,22,33,35,39,36,39,36,32,51,31,30,37,33,18,22,17,12,9,6,10,6,6,3,1,5,1,2,2,3,1,2,1,NA,NA,NA
202,1,3,1,3,1,5,12,16,19,22,32,37,40,33,30,28,27,39,30,33,34,33,29,31,27,20,20,22,8,9,10,10,9,9,8,9,8,8,2,2,2,4,2,1,2,1,NA,NA,NA,NA
203,2,5,9,16,31,38,51,53,41,51,50,41,42,29,28,26,20,13,20,26,14,16,17,16,17,7,9,14,4,8,2,1,2,1,3,4,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,3,2,2,3,12,16,15,26,35,23,32,25,26,31,29,23,29,28,18,23,20,25,16,8,14,14,18,9,6,8,11,6,9,5,7,7,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA
205,4,13,23,23,45,47,44,46,32,38,26,23,30,25,23,25,27,31,15,27,25,16,11,7,9,11,13,5,11,6,7,5,5,5,9,4,2,2,2,4,2,1,2,1,2,1,NA,NA,NA,NA
206,1,3,8,7,17,28,15,30,28,17,40,31,51,45,29,53,37,31,27,29,34,30,20,21,22,18,7,10,6,9,7,1,6,2,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
207,1,2,5,13,21,30,43,67,64,35,33,28,34,19,24,30,27,23,25,22,21,12,20,10,15,19,6,11,5,4,4,5,8,6,7,11,4,2,5,5,2,2,2,1,1,1,NA,NA,NA,NA
208,4,5,8,8,13,30,29,29,30,26,30,29,34,23,41,37,49,35,46,35,29,22,25,28,12,14,16,13,7,4,4,1,4,2,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
209,2,1,5,10,10,19,8,12,10,4,6,3,6,9,17,23,44,44,41,45,39,54,69,51,45,37,35,30,25,19,23,17,10,9,8,2,3,11,4,2,6,5,2,2,1,1,1,NA,NA,NA
210,1,1,1,1,6,7,17,29,31,36,35,27,26,36,32,25,29,23,23,28,19,35,23,30,26,24,29,20,20,16,15,7,10,7,7,5,2,5,3,5,2,1,1,2,1,1,NA,NA,NA,NA
211,1,6,13,16,21,23,17,18,24,28,40,36,33,26,29,30,28,32,40,27,20,21,24,23,18,13,12,6,17,12,10,10,8,7,8,3,13,5,5,2,1,4,3,1,1,NA,NA,NA,NA,NA
212,2,2,3,7,8,9,20,25,24,27,35,31,41,31,32,27,29,30,21,25,18,21,24,22,26,16,33,13,19,27,11,13,10,8,7,7,3,7,3,3,5,1,2,3,2,1,1,NA,NA,NA
213,1,3,10,11,31,50,55,65,60,57,36,42,48,35,34,26,25,28,25,20,8,7,9,8,3,7,6,3,8,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,2,1,2,1,1,3,14,21,22,38,39,23,24,29,28,36,41,44,55,52,28,26,35,25,27,15,13,10,14,9,15,10,5,5,5,2,3,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
215,1,1,7,11,19,27,31,28,24,21,18,16,12,18,25,30,29,32,24,18,20,26,15,15,15,27,10,9,8,4,6,5,7,8,8,5,2,1,3,2,2,2,1,1,3,NA,NA,NA,NA,NA
216,3,1,2,7,16,23,32,41,44,42,33,38,38,35,34,30,34,34,34,31,25,7,17,9,13,10,7,12,7,8,14,6,8,4,6,4,3,2,5,3,1,2,1,1,NA,NA,NA,NA,NA,NA
217,2,6,11,19,40,37,36,41,44,28,38,36,39,38,42,28,33,25,26,23,20,18,14,10,10,9,7,8,6,7,4,4,4,6,3,1,1,3,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA
218,3,8,7,9,11,6,16,9,12,8,7,1,2,4,1,2,8,7,10,19,39,23,36,28,31,29,28,22,23,22,17,17,17,19,14,9,14,15,8,14,7,4,2,1,4,1,2,1,1,NA
219,5,3,5,4,13,13,15,11,14,13,11,9,8,11,12,15,15,15,21,29,22,32,40,33,27,38,37,24,20,29,19,15,11,15,16,14,15,9,12,10,10,9,6,9,4,1,3,3,4,1
220,1,2,4,17,35,60,79,71,52,52,35,35,42,40,37,21,30,25,20,14,15,13,6,6,7,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,1,3,14,15,20,40,37,42,44,45,43,43,32,34,39,45,36,21,19,31,14,15,14,11,16,9,8,9,5,9,5,4,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,4,6,19,19,16,22,16,14,17,30,32,33,36,36,28,18,22,37,24,38,20,24,19,25,23,16,16,20,10,11,7,12,10,7,6,5,9,5,3,3,3,2,2,2,2,1,1,3,1,NA
223,2,6,14,16,39,58,54,50,43,42,29,27,26,35,30,28,37,27,24,18,12,13,17,15,7,9,7,5,10,7,3,5,2,4,4,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,3,5,10,13,25,31,37,45,48,35,42,45,43,44,37,50,28,30,21,24,19,14,7,8,8,14,9,6,3,3,4,5,2,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1,1,2,2,4,18,31,26,46,47,36,38,29,27,38,21,23,27,36,29,27,33,22,21,17,16,11,8,9,16,11,7,1,18,4,7,5,3,4,4,3,1,1,1,1,NA,NA,NA,NA,NA
226,1,1,8,9,17,19,28,45,33,42,36,30,34,33,28,21,26,26,20,42,19,22,15,26,19,19,18,15,13,8,5,5,4,11,6,4,5,5,4,2,4,2,1,1,NA,NA,NA,NA,NA,NA
227,1,1,1,1,6,28,62,94,78,74,66,66,75,48,39,29,13,16,10,1,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1,1,1,2,8,4,17,18,24,23,41,26,28,29,31,22,31,36,44,34,41,38,29,31,25,18,22,12,14,10,14,6,12,3,9,5,1,4,6,3,3,2,1,NA,NA,NA,NA,NA,NA,NA
229,1,1,1,1,3,13,27,37,58,48,51,57,36,29,36,37,26,36,38,32,32,18,20,18,15,11,9,7,7,7,2,2,1,4,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,4,8,6,15,24,26,36,37,31,36,39,33,24,44,46,39,37,37,17,24,24,13,17,10,12,10,11,9,10,7,7,3,4,5,4,3,3,4,2,2,4,2,1,3,2,NA,NA,NA,NA,NA
231,1,1,3,1,5,13,19,27,30,33,19,19,21,23,21,26,22,29,22,36,25,29,27,23,20,12,14,10,6,11,10,7,7,8,4,4,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
232,1,1,2,1,7,18,35,58,99,80,76,77,50,55,47,45,28,12,6,10,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,1,2,2,5,18,17,25,31,34,33,31,42,30,30,38,22,21,26,21,26,25,15,31,15,15,14,20,21,12,11,9,7,10,13,5,10,10,8,3,5,5,2,2,2,2,4,NA,NA,NA
234,1,6,13,32,39,39,45,36,45,36,28,37,17,23,23,36,27,32,30,21,17,18,10,11,8,5,6,8,5,13,8,6,4,6,7,3,6,3,3,7,3,1,1,2,1,1,1,NA,NA,NA
235,8,15,32,39,43,39,40,43,37,27,20,26,26,23,24,27,33,32,20,25,18,20,18,11,15,7,5,10,4,7,9,5,4,6,3,3,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,3,8,15,27,22,11,15,14,5,4,8,18,18,27,33,32,37,33,21,27,16,32,25,24,38,30,23,23,11,10,11,16,10,9,8,11,6,12,7,10,5,5,3,5,2,1,2,1,1,NA
237,3,1,1,3,5,8,12,10,12,17,26,15,22,27,28,31,25,36,37,35,28,33,25,33,20,32,22,22,27,18,13,16,14,17,10,8,7,6,5,2,1,2,3,3,6,1,2,1,4,NA
238,1,1,3,5,3,5,24,30,47,50,59,44,53,17,30,38,45,30,34,38,28,17,12,18,13,18,9,7,10,9,4,4,2,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2,1,1,2,3,10,15,16,34,32,42,27,42,33,33,36,36,45,44,35,36,31,26,20,19,12,15,10,12,15,6,14,6,3,2,2,2,4,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA
240,2,1,2,2,6,8,15,16,16,19,28,37,30,32,34,29,34,35,29,21,31,38,20,19,29,21,27,20,25,14,16,8,9,4,8,12,9,6,5,6,2,3,3,1,1,2,NA,NA,NA,NA
241,1,1,1,2,4,4,14,21,27,29,37,32,42,43,38,41,47,34,42,28,31,38,26,25,16,14,9,10,12,8,16,7,9,3,4,2,4,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
242,4,13,21,23,39,39,43,49,46,35,28,29,34,18,21,41,20,25,26,22,21,18,9,11,11,3,6,4,7,10,10,5,4,6,3,4,4,2,3,4,3,1,1,3,1,1,1,NA,NA,NA
243,4,8,16,34,32,31,33,39,32,25,21,20,14,14,13,13,24,19,17,19,8,16,7,15,11,9,12,7,15,3,9,10,6,7,4,6,5,3,4,7,1,3,1,1,1,NA,NA,NA,NA,NA
244,2,5,16,57,56,56,44,36,35,41,44,45,53,36,28,41,25,15,10,12,10,11,14,6,5,5,2,4,6,3,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,1,1,1,6,12,13,16,24,39,38,38,40,57,55,37,44,42,29,31,28,32,25,10,20,12,18,11,4,12,10,5,4,3,4,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1,1,4,4,13,13,42,41,33,46,35,36,29,33,25,26,21,33,19,29,24,34,28,25,18,20,12,13,8,11,8,3,10,4,8,1,4,3,2,3,3,1,2,2,3,1,NA,NA,NA,NA
247,1,1,3,15,12,17,34,41,49,36,43,24,36,29,24,32,24,31,28,34,35,22,22,12,13,9,5,13,7,10,8,9,3,11,8,8,4,6,3,1,2,3,1,1,2,NA,NA,NA,NA,NA
248,2,1,3,11,13,28,30,40,41,55,44,35,40,30,33,34,29,38,31,19,24,17,12,17,13,11,9,9,6,10,4,10,4,5,5,2,6,1,3,2,1,1,2,2,2,NA,NA,NA,NA,NA
249,4,2,6,18,30,37,37,31,43,51,35,36,28,38,30,37,29,36,17,15,27,27,20,11,11,6,11,11,8,4,7,2,9,3,6,2,2,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
250,1,1,8,9,13,31,42,47,48,41,35,35,27,39,32,29,44,37,21,29,25,12,11,10,10,15,9,13,12,6,9,4,6,4,6,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,4,3,4,6,15,19,23,29,30,42,40,37,26,28,32,27,23,25,38,30,22,19,25,18,16,13,10,14,15,10,13,10,3,12,8,10,5,6,8,2,2,3,1,1,2,1,NA,NA,NA,NA
252,1,1,3,8,16,24,24,42,30,55,35,30,36,29,23,32,20,37,33,23,25,19,26,13,16,17,19,7,6,8,6,2,8,8,5,7,3,7,7,4,2,3,1,3,3,2,1,NA,NA,NA
