Store,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
745,22,70,25,7,4,30,82,78,50,47,56,55,47,33,29,16,8,14,13,14,16,7,3,1,2,1,1,NA,NA,NA
625,1,2,4,31,67,74,82,59,54,38,44,43,46,42,36,19,15,15,15,12,11,6,5,5,3,1,NA,NA,NA,NA
786,19,36,45,20,6,3,4,7,31,52,68,66,46,57,53,37,32,34,23,23,19,15,16,3,9,3,3,1,NA,NA
740,1,4,15,31,49,50,41,27,40,43,43,57,73,58,44,40,21,24,12,13,16,13,3,6,4,4,NA,NA,NA,NA
768,1,6,7,47,84,87,70,40,47,48,65,49,27,34,15,10,15,13,12,16,11,10,5,6,6,3,1,NA,NA,NA
985,8,24,38,64,59,83,82,77,88,52,37,33,22,15,12,11,3,3,2,3,3,1,2,1,2,2,1,NA,NA,NA
38,1,4,20,46,69,56,32,34,38,62,62,75,57,40,19,15,18,17,9,12,10,6,11,5,2,7,1,1,1,NA
914,1,16,21,25,46,38,39,52,53,44,57,36,49,37,43,24,29,34,26,21,16,7,9,6,2,2,1,1,NA,NA
499,1,1,7,18,42,52,72,60,75,65,63,53,56,39,23,19,23,18,13,11,3,2,4,2,3,2,1,NA,NA,NA
422,7,7,15,28,41,51,45,53,64,57,58,46,51,48,32,20,29,17,15,11,10,11,3,4,2,4,2,2,2,NA
158,3,7,17,25,34,44,39,50,58,51,59,66,50,52,53,34,25,26,7,7,7,2,4,3,3,1,1,1,1,NA
882,1,1,4,28,103,127,137,79,58,47,43,31,22,8,8,7,8,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,1,2,2,5,12,17,25,33,46,86,79,81,80,70,77,43,22,17,12,7,4,4,1,2,NA,NA,NA,NA,NA,NA
502,5,56,126,125,96,88,80,56,31,24,13,11,8,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,2,2,10,25,44,75,83,74,51,55,43,41,51,19,18,24,17,25,18,11,12,8,8,4,4,3,1,1,1,NA
238,1,1,3,5,13,49,86,86,81,33,65,62,59,48,22,29,23,13,14,10,5,5,1,3,NA,NA,NA,NA,NA,NA
1006,3,21,29,56,57,53,55,63,49,56,50,47,31,19,27,20,20,18,10,7,10,8,7,6,2,4,1,2,NA,NA
191,2,3,5,18,27,22,24,40,33,36,31,52,46,31,37,38,31,26,13,19,15,14,16,6,5,3,2,1,2,NA
411,1,11,15,31,54,40,39,41,37,64,80,50,56,33,45,23,11,18,12,12,12,8,7,7,11,5,3,3,2,1
672,1,3,13,19,19,36,40,45,55,53,55,61,58,48,45,40,30,22,25,15,11,11,8,3,6,2,2,1,1,3
451,1,1,1,1,2,7,32,65,95,98,83,82,79,51,38,25,27,18,8,5,4,2,1,1,2,1,1,1,NA,NA
327,1,5,10,50,106,119,79,85,67,54,39,20,25,21,15,5,11,6,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
574,2,2,1,24,28,49,60,53,54,56,59,58,52,42,25,28,21,22,23,15,12,8,6,6,8,3,5,1,4,1
56,1,3,15,19,21,28,34,42,48,38,48,43,60,43,58,48,39,35,28,21,17,11,12,5,7,2,1,3,2,NA
280,1,1,1,2,3,17,28,39,60,65,80,83,80,65,42,37,40,19,22,11,12,7,6,1,4,2,NA,NA,NA,NA
674,1,1,2,4,63,84,107,98,93,94,44,42,27,21,5,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
714,2,2,1,12,18,46,64,69,62,78,72,72,57,46,30,25,17,13,10,14,2,3,2,2,3,2,1,2,1,NA
817,1,1,8,15,17,30,22,20,15,17,28,48,58,50,68,61,50,45,43,30,34,15,17,9,8,9,7,4,4,1
639,1,3,4,16,32,38,27,39,39,56,57,58,34,42,45,44,40,27,32,26,15,13,12,10,9,5,4,1,1,NA
675,2,6,24,30,45,58,59,57,35,39,80,54,36,30,33,34,27,25,15,16,8,8,2,3,2,2,1,1,NA,NA
109,7,10,27,52,61,65,59,59,51,39,41,40,52,33,25,15,17,17,19,7,11,10,2,9,1,3,1,2,NA,NA
816,2,3,18,38,63,76,71,72,75,55,62,44,28,25,23,18,18,10,10,4,4,4,1,4,1,1,NA,NA,NA,NA
477,5,9,17,20,36,31,53,48,49,49,34,36,36,23,26,21,20,17,17,8,6,11,9,5,4,3,1,1,2,1
27,3,36,104,128,87,39,44,61,68,40,26,23,25,11,19,3,3,2,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
1059,5,18,37,53,49,33,47,46,54,55,55,40,56,36,30,20,22,20,10,10,11,8,9,3,3,1,1,1,2,NA
518,3,33,54,67,42,37,58,79,66,55,22,23,15,14,5,9,5,5,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA
77,1,1,10,24,60,57,56,68,54,84,85,66,40,24,18,20,18,11,19,5,5,2,1,2,1,NA,NA,NA,NA,NA
345,3,6,10,22,43,27,37,41,52,37,46,37,33,25,18,27,19,14,17,12,17,13,13,7,5,3,6,4,1,3
21,28,58,70,58,42,42,46,49,53,60,38,37,32,22,28,16,14,6,4,5,8,2,6,1,1,1,1,NA,NA,NA
570,2,1,3,1,7,22,56,80,87,85,74,59,51,29,44,26,26,16,20,9,7,6,2,4,3,1,2,1,1,5
819,6,14,28,33,43,35,49,58,42,44,32,40,40,52,23,25,35,25,14,15,23,13,9,15,5,2,3,3,4,5
1007,3,4,22,37,54,40,33,33,40,39,60,64,55,59,50,33,23,17,18,14,4,8,5,6,7,2,2,1,2,NA
198,17,27,53,28,26,56,73,70,33,26,34,50,45,30,29,15,13,22,14,18,15,15,6,10,2,5,1,NA,NA,NA
37,7,12,20,34,42,50,24,28,36,45,60,44,61,57,57,32,30,29,17,10,11,4,8,3,2,2,2,1,1,2
930,4,11,23,55,49,43,35,54,53,53,56,55,38,37,29,21,26,23,12,14,13,5,4,6,3,3,2,1,2,NA
316,5,15,41,56,66,65,64,58,38,51,51,44,37,26,15,15,8,17,12,10,9,10,2,6,6,2,1,NA,NA,NA
949,12,25,31,42,40,62,66,53,33,28,32,43,31,60,28,27,23,17,10,12,9,9,13,8,6,4,2,6,2,1
877,1,1,2,2,3,4,1,4,14,31,66,85,85,83,71,61,54,53,35,27,24,21,11,6,6,2,1,1,NA,NA
524,4,14,39,27,7,2,2,4,5,56,88,101,82,87,68,57,52,37,24,21,15,20,8,9,1,1,1,NA,NA,NA
978,3,17,36,59,66,79,53,34,42,46,49,49,29,31,22,10,25,14,12,10,11,5,3,3,7,3,5,3,2,3
729,2,3,3,11,31,64,88,88,51,45,51,42,42,40,30,24,21,10,9,16,16,11,10,6,3,3,4,2,1,3
80,1,1,3,17,30,42,42,44,36,45,47,52,83,62,59,49,24,18,18,15,12,8,11,7,2,2,NA,NA,NA,NA
29,1,1,4,29,57,72,74,65,67,55,57,55,43,24,22,17,12,12,13,8,7,10,10,5,2,1,2,3,2,NA
123,32,75,12,17,107,128,87,60,71,35,34,30,13,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,3,4,4,12,20,27,29,46,32,53,66,57,60,55,64,36,30,33,27,15,15,17,10,7,4,2,1,1,NA,NA
804,1,3,4,18,23,47,44,48,52,49,49,55,47,38,28,33,17,14,7,8,4,3,2,2,1,1,NA,NA,NA,NA
644,1,1,1,1,1,14,64,95,90,93,114,44,20,10,4,3,2,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA
959,3,12,43,29,15,16,16,35,62,51,60,38,66,49,40,39,33,24,19,17,18,7,15,12,7,4,2,1,1,1
929,7,14,18,27,38,65,63,48,51,39,45,50,47,37,31,27,21,15,25,16,13,14,4,5,5,3,4,2,1,NA
523,1,3,17,50,44,48,63,52,65,54,46,43,38,46,36,35,18,8,10,15,15,12,9,4,1,1,1,NA,NA,NA
705,3,5,26,31,39,32,41,66,68,39,40,40,34,59,33,28,24,24,11,20,10,10,14,3,7,8,7,4,2,2
1071,4,6,9,22,28,37,45,60,45,34,39,35,44,47,33,38,26,24,31,14,19,25,13,16,5,9,13,10,2,2
210,1,2,1,12,29,49,60,44,56,42,52,38,40,54,41,44,41,34,27,15,13,9,6,7,7,1,1,3,1,NA
99,1,2,5,26,45,55,41,55,44,50,51,40,38,32,31,21,18,16,7,7,5,2,2,2,1,1,NA,NA,NA,NA
93,20,29,42,26,6,34,64,59,47,51,51,53,49,45,41,25,24,29,5,12,8,4,4,1,1,NA,NA,NA,NA,NA
833,1,4,16,42,70,69,74,53,59,50,51,44,34,35,35,22,15,17,12,6,9,7,1,2,1,1,NA,NA,NA,NA
1049,2,3,7,21,31,48,50,67,41,48,32,28,38,25,39,26,19,22,19,14,6,4,2,1,3,1,1,NA,NA,NA
554,2,3,14,24,25,42,69,69,60,79,61,61,39,66,28,25,19,15,11,9,5,2,2,1,2,1,1,NA,NA,NA
907,1,1,2,2,9,12,23,43,55,74,81,80,66,60,50,48,29,23,23,18,12,9,5,2,2,NA,NA,NA,NA,NA
439,5,3,23,57,75,64,66,47,40,39,55,51,40,26,17,17,18,11,8,8,11,9,7,9,10,5,3,7,1,3
25,2,1,2,1,2,1,3,13,48,115,93,82,79,81,40,47,38,15,18,9,2,1,4,1,1,1,3,NA,NA,NA
793,1,2,5,18,48,81,76,69,50,52,42,54,50,25,35,20,14,10,10,15,14,11,7,7,2,4,3,3,2,NA
359,1,3,2,8,22,32,51,43,69,61,80,72,81,64,32,35,28,13,8,9,3,2,5,3,2,1,NA,NA,NA,NA
520,2,4,11,17,27,30,47,40,57,44,48,66,45,49,37,32,32,32,21,22,14,15,12,7,6,9,2,3,2,2
324,9,47,41,19,7,13,38,59,72,72,56,60,31,31,30,18,17,25,31,12,10,15,7,4,2,2,1,1,1,NA
1082,1,3,7,11,19,27,46,52,62,64,61,41,49,41,33,38,28,21,22,25,15,15,12,9,10,2,6,5,2,4
261,14,56,67,93,86,53,19,9,32,34,67,41,34,27,21,15,7,7,15,11,8,4,6,1,1,1,1,NA,NA,NA
668,3,14,38,61,73,67,41,49,46,46,50,51,36,29,18,15,15,22,10,11,7,8,8,6,4,3,1,2,1,NA
421,3,11,26,43,60,66,66,80,72,59,40,50,30,32,20,16,16,12,10,7,2,1,5,3,2,2,1,NA,NA,NA
381,3,20,40,32,16,7,8,1,15,40,59,53,68,57,61,59,32,30,26,16,20,18,14,13,14,6,2,1,NA,NA
104,4,8,21,31,43,45,48,53,66,54,52,37,39,32,40,48,34,29,13,14,8,2,4,4,3,1,1,1,NA,NA
260,1,4,11,17,17,41,33,57,59,60,63,69,60,57,41,24,28,20,13,16,10,12,6,5,4,3,3,1,NA,NA
22,8,11,23,39,54,25,36,52,34,38,32,31,29,33,24,23,18,16,21,6,13,7,7,3,4,2,3,1,1,1
689,1,2,1,9,22,68,78,71,69,49,42,37,42,37,43,37,34,16,18,9,12,9,10,4,5,5,2,NA,NA,NA
457,1,1,2,5,16,30,45,37,55,52,62,53,48,39,34,21,16,20,15,17,9,6,4,3,1,2,1,1,2,NA
284,1,5,19,29,49,50,30,35,21,29,27,32,49,48,41,21,22,12,22,13,10,6,7,5,4,6,3,1,1,NA
826,2,4,5,17,34,45,43,66,59,52,59,49,55,51,37,29,25,22,12,16,8,11,10,6,3,4,2,1,NA,NA
130,4,16,31,50,57,62,72,68,55,52,55,41,35,35,16,21,20,11,6,3,9,2,2,3,1,2,1,2,NA,NA
755,2,1,9,26,44,50,62,61,55,48,42,49,44,49,38,29,27,11,13,10,12,12,6,10,5,4,7,6,NA,NA
968,10,7,14,19,17,24,21,23,29,46,46,49,53,51,71,44,41,31,23,18,15,18,14,13,8,9,6,5,3,3
1105,4,9,31,42,54,72,77,52,51,42,46,49,35,27,20,23,12,20,9,8,7,11,7,5,4,4,3,1,2,3
247,1,3,21,24,64,77,62,46,52,47,43,50,59,34,28,16,12,17,14,12,16,11,9,4,3,4,3,NA,NA,NA
326,1,1,15,17,31,47,50,48,46,47,62,57,69,47,55,31,23,22,12,16,7,10,5,4,1,3,3,NA,NA,NA
943,4,9,11,25,32,34,61,58,58,55,61,53,48,46,36,28,19,16,14,16,9,11,6,5,4,6,4,1,NA,NA
710,2,4,14,41,41,53,46,53,49,66,51,39,29,28,18,9,11,16,7,4,8,3,3,1,1,1,NA,NA,NA,NA
241,1,1,1,6,12,39,44,57,68,67,75,62,55,54,48,34,23,16,14,19,13,7,5,3,3,1,2,NA,NA,NA
849,3,3,21,24,38,45,43,44,50,47,54,55,54,49,50,29,20,19,9,13,13,16,9,8,8,4,3,1,2,1
435,2,1,3,8,22,26,30,54,48,64,59,58,56,57,40,43,30,27,19,21,9,8,12,7,10,6,3,1,5,1
376,1,1,15,98,138,101,74,78,72,42,33,27,18,18,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,7,27,46,78,73,64,42,37,43,52,57,42,28,26,20,10,7,12,5,13,12,11,8,4,1,2,1,2,1,NA
1044,1,1,2,4,21,43,60,67,47,47,70,71,67,57,40,27,16,24,16,15,12,6,4,3,3,1,1,2,NA,NA
168,1,1,3,16,32,40,25,15,43,70,71,44,35,28,39,53,42,32,29,18,12,19,6,12,15,7,8,5,3,4
126,5,11,123,175,143,116,67,35,16,9,5,7,3,1,1,2,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
778,5,19,17,40,50,71,38,43,30,29,18,32,22,19,18,14,26,22,16,11,9,11,13,9,3,6,3,2,1,1
42,4,9,26,69,84,91,62,44,47,51,58,35,37,34,15,11,20,9,8,7,3,1,1,1,2,1,NA,NA,NA,NA
551,12,22,42,56,62,74,69,69,51,46,33,44,26,23,23,20,12,7,6,9,8,5,4,4,1,1,2,1,3,NA
621,4,1,2,2,6,16,46,81,88,74,46,34,42,38,46,41,38,28,28,19,19,10,9,6,3,1,1,1,NA,NA
895,3,4,8,28,32,60,56,61,64,59,54,50,54,36,24,26,15,19,23,15,9,6,3,2,6,5,3,1,2,NA
987,10,30,38,19,18,37,53,64,63,52,59,63,62,31,17,17,22,12,14,16,6,11,6,5,3,1,3,2,1,NA
341,1,1,2,3,17,31,64,89,80,60,50,40,59,45,36,28,31,17,14,16,16,10,8,6,4,1,1,NA,NA,NA
1025,2,1,2,3,20,40,50,78,81,53,49,43,40,51,38,48,31,23,22,14,13,8,8,4,2,2,1,NA,NA,NA
1012,1,2,4,13,17,38,39,48,49,33,49,54,47,44,40,36,22,15,12,3,10,4,7,2,2,2,2,2,1,NA
322,12,43,56,11,1,8,26,60,82,71,46,50,54,45,36,23,22,23,14,16,12,10,6,1,2,2,1,NA,NA,NA
194,9,14,30,34,54,62,68,82,62,73,54,43,29,36,16,16,13,7,4,3,9,2,2,2,1,1,1,1,NA,NA
496,5,16,51,56,59,58,56,50,37,58,49,55,28,33,12,17,13,12,6,9,7,10,11,7,2,6,4,3,2,3
156,12,32,44,17,12,8,15,40,64,54,36,34,34,38,29,19,37,40,30,26,25,11,19,14,12,11,5,7,3,5
268,12,16,35,49,63,74,54,39,31,28,27,32,39,40,34,22,31,20,21,13,13,10,10,6,8,3,1,1,1,2
463,2,5,9,34,42,28,27,38,51,48,51,44,57,44,38,40,25,24,24,11,19,13,18,12,9,4,5,2,1,5
864,3,10,14,29,32,25,13,22,31,50,53,43,47,47,40,43,44,39,38,27,20,21,12,13,3,7,1,1,NA,NA
10,1,4,2,8,15,44,67,79,68,52,42,61,52,50,41,33,20,18,14,7,17,10,11,7,3,6,1,1,1,NA
970,18,30,31,27,13,7,7,15,35,51,71,77,54,49,56,36,30,41,26,19,13,13,4,5,2,1,1,NA,NA,NA
437,7,15,31,42,46,51,55,55,43,57,50,59,32,39,28,29,17,17,21,7,9,3,7,2,2,3,3,1,NA,NA
76,9,20,18,32,42,61,48,60,50,46,34,32,26,22,13,14,7,8,8,7,10,10,6,5,4,3,1,3,NA,NA
1087,5,15,21,42,32,57,54,51,55,54,56,42,51,37,31,25,16,16,15,11,12,8,6,7,3,4,4,2,2,1
720,11,21,39,66,66,63,50,47,33,41,49,46,40,35,22,17,15,9,13,11,11,8,4,8,1,2,4,1,1,1
1066,1,1,1,4,5,14,28,33,69,99,86,84,69,51,43,29,26,16,21,18,15,6,5,1,2,3,NA,NA,NA,NA
203,3,18,42,72,89,73,76,66,48,38,27,40,26,24,30,13,19,10,3,3,3,6,2,1,1,NA,NA,NA,NA,NA
633,2,3,4,12,11,21,44,35,37,40,46,40,38,32,31,35,27,30,35,22,15,14,4,6,6,3,4,1,NA,NA
81,2,1,6,9,15,31,34,44,39,42,50,47,36,33,27,32,32,35,20,19,14,7,11,4,3,1,2,2,NA,NA
68,1,2,20,29,72,103,116,109,80,62,47,29,13,17,9,7,3,3,1,5,1,3,1,1,1,NA,NA,NA,NA,NA
688,2,18,28,47,18,8,27,57,55,64,46,45,53,57,56,35,25,30,17,13,13,7,1,2,4,1,1,1,NA,NA
928,1,2,21,81,80,65,64,61,79,76,48,39,12,15,23,10,16,9,12,2,7,5,1,1,NA,NA,NA,NA,NA,NA
314,1,2,2,7,28,46,56,53,74,58,47,40,58,49,41,38,25,24,9,20,11,13,10,6,6,2,3,1,NA,NA
926,1,1,1,2,7,22,67,78,70,80,70,90,68,46,36,24,16,17,14,5,6,2,2,3,1,1,NA,NA,NA,NA
730,3,6,16,41,41,46,38,48,65,58,61,37,39,34,38,30,23,26,25,9,14,6,9,2,8,5,1,2,2,2
1069,14,17,48,26,10,18,42,56,52,57,60,45,42,22,21,21,21,33,34,28,22,17,12,3,2,4,2,3,1,NA
4,2,16,31,48,49,44,47,57,68,78,66,52,43,34,22,20,10,7,4,12,10,3,1,4,2,1,2,2,NA,NA
47,9,23,49,55,59,73,59,49,31,40,34,46,44,38,29,24,19,12,12,6,3,4,7,3,1,3,2,1,NA,NA
373,2,1,9,10,32,47,51,57,65,59,77,71,51,41,44,34,23,17,6,7,5,5,4,2,3,2,1,2,NA,NA
145,2,1,3,9,40,66,48,53,61,39,25,23,39,27,30,28,19,15,15,17,7,9,3,1,1,3,NA,NA,NA,NA
824,1,1,1,9,19,23,29,34,45,65,68,53,50,40,41,36,42,37,23,22,16,24,16,12,11,4,3,3,3,4
1000,2,4,8,15,28,31,43,43,40,52,40,44,35,36,31,23,26,27,16,14,8,4,3,9,7,3,3,2,1,NA
961,6,26,28,44,48,62,58,61,55,47,49,45,32,24,27,34,15,18,15,9,5,6,2,6,4,1,1,2,NA,NA
147,1,1,3,16,36,51,51,52,46,40,75,75,57,47,36,22,21,12,12,14,14,8,13,14,7,2,1,2,1,NA
698,2,3,24,30,50,59,72,65,79,70,55,55,23,29,27,26,19,13,4,7,6,5,2,4,3,1,1,1,NA,NA
245,1,1,1,4,19,25,51,62,66,91,75,69,49,55,41,24,24,23,15,14,6,5,5,2,1,1,2,NA,NA,NA
377,2,10,28,51,71,87,61,62,62,55,50,30,42,25,28,23,11,13,7,3,4,2,3,1,1,1,1,1,NA,NA
846,10,32,55,65,68,64,55,51,50,49,55,37,38,24,23,12,18,7,5,4,4,1,1,1,1,NA,NA,NA,NA,NA
562,1,1,1,2,10,16,24,34,30,33,40,64,60,63,80,73,82,63,64,54,21,24,15,12,6,2,4,1,NA,NA
179,1,4,15,44,64,93,82,84,47,58,53,22,24,29,22,27,20,10,12,4,6,3,3,2,1,NA,NA,NA,NA,NA
838,2,9,19,35,51,56,63,53,50,46,45,35,42,31,39,31,23,16,13,10,6,10,17,12,6,4,2,2,3,2
916,2,2,7,21,39,52,48,57,70,58,68,50,54,35,38,24,19,21,21,14,18,4,2,2,1,NA,NA,NA,NA,NA
229,1,1,2,9,43,86,78,85,58,59,54,60,50,41,29,25,15,9,9,3,4,4,3,1,1,NA,NA,NA,NA,NA
308,10,40,87,94,85,51,68,62,40,37,34,24,21,22,9,14,9,4,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
791,4,32,50,99,88,90,53,56,55,36,23,24,20,21,14,14,16,8,5,10,2,2,1,2,1,3,1,NA,NA,NA
657,3,15,68,91,100,73,75,58,51,49,30,23,22,17,15,11,11,6,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA
453,5,7,13,18,27,41,70,95,97,79,64,66,59,40,28,22,21,17,19,12,11,4,7,4,3,1,3,1,NA,NA
904,1,1,5,23,46,46,36,34,49,53,51,50,47,38,26,21,22,12,9,8,5,6,3,1,3,1,1,NA,NA,NA
201,3,2,1,4,10,23,37,31,33,41,54,66,60,56,73,51,58,32,28,18,13,12,6,6,1,4,3,3,1,NA
1060,2,1,12,45,63,81,74,53,43,51,52,63,34,22,28,16,12,12,16,14,12,9,7,1,2,2,2,1,NA,NA
550,1,1,2,2,7,22,34,43,48,51,50,52,55,65,59,44,49,39,33,24,13,10,9,5,2,2,4,4,2,NA
541,11,32,72,81,80,54,72,62,52,43,34,21,21,20,11,16,14,7,4,4,10,2,4,1,1,1,NA,NA,NA,NA
982,2,4,17,33,71,69,73,55,45,47,38,47,49,35,32,25,11,13,7,4,5,6,9,6,13,6,5,2,1,1
446,1,2,5,43,40,27,22,24,60,74,62,40,49,50,47,36,34,24,17,19,9,16,10,7,4,6,1,1,NA,NA
693,2,3,49,163,115,53,11,32,53,64,47,31,19,15,10,18,7,11,10,10,3,2,1,1,1,1,NA,NA,NA,NA
871,1,3,13,33,36,73,63,72,62,56,58,55,38,41,34,26,17,15,11,7,6,3,5,1,1,2,NA,NA,NA,NA
124,4,5,31,38,31,29,43,67,69,72,69,58,50,48,40,25,11,11,9,5,2,6,3,1,1,2,NA,NA,NA,NA
119,9,19,50,69,66,57,51,57,53,52,49,28,32,22,24,19,18,11,13,11,13,7,2,1,1,1,NA,NA,NA,NA
880,1,7,9,23,51,45,53,65,52,58,36,45,37,42,28,30,27,26,17,13,21,8,12,3,9,3,4,1,1,1
246,1,5,17,35,69,71,60,51,47,39,45,44,48,46,35,27,21,16,10,15,8,4,4,5,4,4,3,1,NA,NA
589,1,22,52,58,85,128,66,67,87,59,28,26,12,8,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,3,16,28,43,24,25,55,55,68,43,37,64,67,39,31,25,24,10,13,18,13,13,5,7,3,3,2,1,NA,NA
16,9,14,32,29,23,22,37,37,58,49,54,55,46,36,32,32,35,25,17,18,18,14,15,8,3,3,4,2,1,NA
1011,2,4,17,39,53,66,79,69,75,60,63,37,36,29,22,19,15,12,10,8,7,3,3,1,1,NA,NA,NA,NA,NA
628,9,27,36,25,35,65,69,62,51,45,54,50,40,28,32,24,12,16,14,5,9,4,3,6,4,2,3,3,1,1
715,11,41,42,22,6,2,7,14,39,47,60,56,45,46,42,32,45,30,27,23,17,20,16,15,6,9,1,3,1,2
235,16,51,70,68,65,53,38,44,37,49,46,42,29,29,24,10,14,9,14,7,6,5,4,1,1,NA,NA,NA,NA,NA
419,3,16,20,58,69,72,67,59,45,48,46,59,26,31,22,17,14,13,11,15,10,4,5,1,1,1,1,1,NA,NA
461,2,1,6,13,48,46,57,52,50,68,61,59,56,51,43,31,19,19,15,9,5,3,2,5,1,3,3,NA,NA,NA
856,2,8,22,43,57,49,70,54,52,45,36,49,29,32,31,31,26,18,20,15,8,7,6,9,7,3,1,3,1,1
702,1,3,6,12,27,47,41,49,50,45,43,35,32,36,31,26,27,16,14,19,4,11,7,2,5,5,3,1,NA,NA
630,11,39,42,24,4,1,3,7,15,43,72,64,51,37,35,57,41,30,26,30,20,16,15,14,8,12,6,4,2,1
596,1,2,5,8,36,34,46,58,57,56,61,65,48,55,27,29,27,26,17,21,17,14,13,6,3,1,1,1,NA,NA
691,1,1,2,16,42,75,56,54,82,91,87,64,52,33,21,8,14,18,7,1,1,1,1,1,1,NA,NA,NA,NA,NA
739,7,18,23,42,44,44,47,52,40,54,35,42,31,24,17,8,18,14,6,3,6,5,7,3,3,2,1,2,NA,NA
357,1,1,9,93,198,111,133,61,49,32,18,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,2,1,2,5,28,74,86,125,126,104,66,41,29,16,9,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,1,2,7,9,25,43,50,74,74,84,96,90,87,61,49,27,26,23,21,14,5,4,3,2,2,1,NA,NA,NA,NA
312,1,8,21,45,54,64,69,55,30,29,36,27,28,43,48,28,21,26,7,10,12,16,16,7,7,5,3,8,3,5
558,3,7,13,24,46,46,47,51,64,41,50,42,41,31,40,30,34,33,21,13,9,16,7,6,7,6,1,4,1,1
887,1,5,53,130,111,83,68,84,63,36,16,26,18,16,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,5,11,11,18,26,16,17,13,23,21,31,42,59,25,42,51,34,30,29,18,20,18,10,11,5,4,1,3,NA
712,1,2,2,9,21,22,52,64,56,48,44,38,39,27,33,27,27,14,18,10,9,6,8,9,2,4,3,2,1,NA
917,1,3,1,3,42,34,32,47,63,57,51,40,54,60,48,37,28,20,24,21,20,14,9,5,9,4,1,2,NA,NA
803,1,4,17,73,93,114,86,72,62,63,32,32,28,17,11,6,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
1093,1,1,5,16,67,61,89,86,84,85,77,52,32,26,22,3,10,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
938,5,11,37,44,74,56,58,65,44,44,36,44,48,24,19,15,17,11,7,12,10,8,8,9,8,8,5,3,3,2
172,5,11,24,33,56,56,54,68,68,48,41,28,28,14,12,11,11,5,6,3,1,2,2,3,4,1,1,2,NA,NA
771,1,2,5,14,29,52,63,54,44,49,48,42,37,27,29,13,18,18,13,8,8,5,8,6,3,2,NA,NA,NA,NA
86,1,2,2,3,7,25,86,135,73,44,46,56,55,46,42,26,18,22,13,15,6,4,1,1,NA,NA,NA,NA,NA,NA
1086,5,23,38,56,54,34,40,42,49,45,47,41,36,23,25,21,28,24,24,13,12,5,9,11,6,2,6,4,6,3
148,2,4,11,20,35,58,65,59,69,50,52,45,51,42,28,26,17,16,18,15,15,9,12,5,3,3,2,1,1,1
242,14,35,51,66,78,68,46,51,33,53,44,37,33,20,17,8,11,11,14,6,8,7,4,6,4,1,4,1,1,NA
566,3,16,32,45,64,68,62,53,44,50,49,41,35,38,30,32,20,14,11,8,5,5,2,4,1,1,1,1,NA,NA
805,7,20,31,44,44,25,33,49,52,44,37,27,29,26,25,26,22,8,11,9,5,4,2,9,1,3,4,1,NA,NA
300,2,2,3,11,30,42,53,59,70,59,72,54,50,63,47,28,22,20,9,11,8,2,3,3,2,1,2,3,2,NA
855,1,4,15,36,43,51,62,63,63,40,34,26,40,49,47,23,26,20,16,12,21,13,5,5,2,7,2,1,1,NA
285,1,1,7,24,34,47,44,60,50,53,41,62,53,56,45,28,36,27,27,9,11,7,2,2,4,1,NA,NA,NA,NA
964,2,1,10,35,93,108,96,98,95,56,44,31,20,20,6,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,4,9,23,44,67,71,57,66,64,63,60,40,35,35,14,19,10,11,13,9,5,5,2,2,1,2,1,NA,NA,NA
911,3,8,29,45,65,61,53,53,33,52,44,40,40,33,32,23,18,9,17,13,13,9,12,11,5,4,2,3,3,2
28,3,11,41,63,40,68,113,98,76,69,42,32,19,18,14,9,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,6,14,7,18,57,158,148,118,77,49,28,13,7,7,16,14,16,16,20,18,16,18,9,8,3,2,1,3,1,2
105,25,71,105,142,137,96,65,26,24,9,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
